Date,IBM,APPL,TSLA,GOOGL,NVDA,REND IBM,REND APPL,REND TSLA,REND GOOGL,REND NVDA,RF,REND PORT,REND EXCES,NEG REND EX,,,,,,,
24/04/2023,119.841515,164.452194,162.550003,105.970001,270.345978,-0.26%,0.19%,-1.53%,0.53%,-0.28%,0.03%,-0.66%,-0.69%,-0.69%,0.00%,,,,,,
25/04/2023,120.309807,162.900482,160.669998,103.849998,262.338165,0.39%,-0.94%,-1.16%,-2.00%,-2.96%,0.03%,-2.33%,-2.36%,-2.36%,0.06%,,,,,,
26/04/2023,120.271576,162.890533,153.75,103.709999,269.486176,-0.03%,-0.01%,-4.31%,-0.13%,2.72%,0.03%,0.44%,0.42%,,,,,,,,
27/04/2023,121.341927,167.515854,160.190002,107.589996,272.185486,0.89%,2.84%,4.19%,3.74%,1.00%,0.03%,2.04%,2.02%,,,,,,,,
28/04/2023,120.806747,168.779114,164.309998,107.339996,277.414032,-0.44%,0.75%,2.57%,-0.23%,1.92%,0.03%,2.07%,2.04%,,,,,,,,
01/05/2023,120.500938,168.689575,161.830002,107.199997,289.020874,-0.25%,-0.05%,-1.51%,-0.13%,4.18%,0.03%,2.28%,2.25%,,,,,,,,
02/05/2023,119.612152,167.645157,160.309998,105.32,282.022797,-0.74%,-0.62%,-0.94%,-1.75%,-2.42%,0.03%,-1.92%,-1.94%,-1.94%,0.04%,,,,,,
03/05/2023,117.977959,166.560959,160.610001,105.410004,277.943878,-1.37%,-0.65%,0.19%,0.09%,-1.45%,0.03%,-0.91%,-0.94%,-0.94%,0.01%,,,,,,
04/05/2023,117.136963,164.90976,161.199997,104.690002,275.544556,-0.71%,-0.99%,0.37%,-0.68%,-0.86%,0.03%,-0.48%,-0.50%,-0.50%,0.00%,,,,,,
05/05/2023,118.169098,172.648468,170.059998,105.57,286.721497,0.88%,4.69%,5.50%,0.84%,4.06%,0.03%,4.45%,4.42%,,,,,,,,
08/05/2023,117.930176,172.578827,171.789993,107.769997,291.430206,-0.20%,-0.04%,1.02%,2.08%,1.64%,0.03%,1.42%,1.39%,,,,,,,,
09/05/2023,117.378006,170.858017,169.149994,107.349998,285.631775,-0.47%,-1.00%,-1.54%,-0.39%,-1.99%,0.03%,-1.81%,-1.83%,-1.83%,0.03%,,,,,,
10/05/2023,118.201408,172.638504,168.539993,111.75,288.770935,0.70%,1.04%,-0.36%,4.10%,1.10%,0.03%,0.67%,0.64%,,,,,,,,
11/05/2023,117.116463,172.827499,172.080002,116.57,285.701782,-0.92%,0.11%,2.10%,4.31%,-1.06%,0.03%,-0.01%,-0.03%,-0.03%,0.00%,,,,,,
12/05/2023,118.995743,171.89119,167.979996,117.510002,283.322418,1.60%,-0.54%,-2.38%,0.81%,-0.83%,0.03%,-1.27%,-1.30%,-1.30%,0.02%,,,,,,
15/05/2023,119.499474,171.393173,166.350006,116.510002,289.450745,0.42%,-0.29%,-0.97%,-0.85%,2.16%,0.03%,1.11%,1.09%,,,,,,,,
16/05/2023,119.596344,171.393173,166.520004,119.510002,292.050049,0.08%,0.00%,0.10%,2.57%,0.90%,0.03%,0.65%,0.62%,,,,,,,,
17/05/2023,121.775932,172.010727,173.860001,120.839996,301.697418,1.82%,0.36%,4.41%,1.11%,3.30%,0.03%,3.58%,3.56%,,,,,,,,
18/05/2023,122.202156,174.36145,176.889999,122.830002,316.693268,0.35%,1.37%,1.74%,1.65%,4.97%,0.03%,3.85%,3.82%,,,,,,,,
19/05/2023,123.277428,174.471008,180.139999,122.760002,312.554413,0.88%,0.06%,1.84%,-0.06%,-1.31%,0.03%,-0.28%,-0.30%,-0.30%,0.00%,,,,,,
22/05/2023,123.509918,173.514786,188.869995,125.050003,311.674683,0.19%,-0.55%,4.85%,1.87%,-0.28%,0.03%,1.34%,1.32%,,,,,,,,
23/05/2023,124.168617,170.885178,185.770004,122.559998,306.796021,0.53%,-1.52%,-1.64%,-1.99%,-1.57%,0.03%,-1.57%,-1.60%,-1.60%,0.03%,,,,,,
24/05/2023,121.746864,171.164063,182.899994,120.900002,305.296417,-1.95%,0.16%,-1.54%,-1.35%,-0.49%,0.03%,-0.84%,-0.86%,-0.86%,0.01%,,,,,,
25/05/2023,122.793076,172.30954,184.470001,123.480003,379.696014,0.86%,0.67%,0.86%,2.13%,24.37%,0.03%,16.33%,16.30%,,,,,,,,
26/05/2023,124.856415,174.739944,193.169998,124.610001,389.353394,1.68%,1.41%,4.72%,0.92%,2.54%,0.03%,3.19%,3.16%,,,,,,,,
30/05/2023,125.427948,176.602585,201.160004,123.669998,401.000153,0.46%,1.07%,4.14%,-0.75%,2.99%,0.03%,3.27%,3.24%,,,,,,,,
31/05/2023,124.565796,176.55278,203.929993,122.870003,378.23642,-0.69%,-0.03%,1.38%,-0.65%,-5.68%,0.03%,-3.32%,-3.34%,-3.34%,0.11%,,,,,,
01/06/2023,125.757317,179.381607,207.520004,123.720001,397.591156,0.96%,1.60%,1.76%,0.69%,5.12%,0.03%,3.95%,3.92%,,,,,,,,
02/06/2023,128.27594,180.238235,213.970001,124.669998,393.162354,2.00%,0.48%,3.11%,0.77%,-1.11%,0.03%,0.27%,0.25%,,,,,,,,
05/06/2023,128.489044,178.873627,217.610001,126.010002,391.602783,0.17%,-0.76%,1.70%,1.07%,-0.40%,0.03%,0.28%,0.25%,,,,,,,,
06/06/2023,128.537506,178.505096,221.309998,127.309998,386.434204,0.04%,-0.21%,1.70%,1.03%,-1.32%,0.03%,-0.33%,-0.35%,-0.35%,0.00%,,,,,,
07/06/2023,130.174622,177.120544,224.570007,122.5,374.686188,1.27%,-0.78%,1.47%,-3.78%,-3.04%,0.03%,-1.57%,-1.60%,-1.60%,0.03%,,,,,,
08/06/2023,130.203674,179.859726,234.860001,122.139999,385.034454,0.02%,1.55%,4.58%,-0.29%,2.76%,0.03%,3.26%,3.23%,,,,,,,,
09/06/2023,131.065811,180.248199,244.399994,122.230003,387.634003,0.66%,0.22%,4.06%,0.07%,0.68%,0.03%,1.72%,1.70%,,,,,,,,
12/06/2023,132.150757,183.067062,249.830002,123.639999,394.752777,0.83%,1.56%,2.22%,1.15%,1.84%,0.03%,1.94%,1.91%,,,,,,,,
13/06/2023,133.293839,182.588943,258.709991,123.830002,410.150146,0.86%,-0.26%,3.55%,0.15%,3.90%,0.03%,3.68%,3.66%,,,,,,,,
14/06/2023,132.906357,183.226425,256.790009,123.669998,429.89679,-0.29%,0.35%,-0.74%,-0.13%,4.81%,0.03%,2.93%,2.91%,,,,,,,,
15/06/2023,134.068787,185.27832,255.899994,125.089996,426.457367,0.87%,1.12%,-0.35%,1.15%,-0.80%,0.03%,-0.60%,-0.63%,-0.63%,0.00%,,,,,,
16/06/2023,133.177582,184.192612,260.540009,123.529999,426.847321,-0.66%,-0.59%,1.81%,-1.25%,0.09%,0.03%,0.60%,0.58%,,,,,,,,
20/06/2023,131.70517,184.282257,274.450012,123.099998,438.005402,-1.11%,0.05%,5.34%,-0.35%,2.61%,0.03%,3.37%,3.35%,,,,,,,,
21/06/2023,129.506195,183.236389,259.459991,120.550003,430.376709,-1.67%,-0.57%,-5.46%,-2.07%,-1.74%,0.03%,-2.89%,-2.92%,-2.92%,0.09%,,,,,,
22/06/2023,127.065056,186.264435,264.609985,123.150002,430.176758,-1.88%,1.65%,1.98%,2.16%,-0.05%,0.03%,0.61%,0.58%,,,,,,,,
23/06/2023,125.379509,185.945679,256.600006,122.339996,422.018127,-1.33%,-0.17%,-3.03%,-0.66%,-1.90%,0.03%,-2.21%,-2.24%,-2.24%,0.05%,,,,,,
26/06/2023,127.229744,184.541245,241.050003,118.339996,406.250793,1.48%,-0.76%,-6.06%,-3.27%,-3.74%,0.03%,-4.38%,-4.40%,-4.40%,0.19%,,,,,,
27/06/2023,128.198441,187.320251,250.210007,118.330002,418.688721,0.76%,1.51%,3.80%,-0.01%,3.06%,0.03%,3.22%,3.20%,,,,,,,,
28/06/2023,127.636581,188.505569,256.23999,120.18,411.099976,-0.44%,0.63%,2.41%,1.56%,-1.81%,0.03%,-0.42%,-0.45%,-0.45%,0.00%,,,,,,
29/06/2023,129.864624,188.844238,257.5,119.099998,408.150482,1.75%,0.18%,0.49%,-0.90%,-0.72%,0.03%,-0.31%,-0.33%,-0.33%,0.00%,,,,,,
30/06/2023,129.622452,193.207016,261.769989,119.699997,422.947937,-0.19%,2.31%,1.66%,0.50%,3.63%,0.03%,2.93%,2.90%,,,,,,,,
03/07/2023,129.486832,191.702972,279.820007,119.900002,424.05777,-0.10%,-0.78%,6.90%,0.17%,0.26%,0.03%,2.32%,2.29%,,,,,,,,
05/07/2023,130.039001,190.577408,282.480011,121.75,423.097961,0.43%,-0.59%,0.95%,1.54%,-0.23%,0.03%,0.16%,0.14%,,,,,,,,
06/07/2023,128.024078,191.055511,276.540009,120.110001,420.958313,-1.55%,0.25%,-2.10%,-1.35%,-0.51%,0.03%,-1.02%,-1.04%,-1.04%,0.01%,,,,,,
07/07/2023,127.946579,189.929947,274.429993,119.480003,424.957642,-0.06%,-0.59%,-0.76%,-0.52%,0.95%,0.03%,0.37%,0.35%,,,,,,,,
10/07/2023,128.740906,187.868103,269.609985,116.449997,421.72818,0.62%,-1.09%,-1.76%,-2.54%,-0.76%,0.03%,-1.08%,-1.10%,-1.10%,0.01%,,,,,,
11/07/2023,130.232727,187.340195,269.790009,117.139999,423.977753,1.16%,-0.28%,0.07%,0.59%,0.53%,0.03%,0.39%,0.36%,,,,,,,,
12/07/2023,128.682785,189.023544,271.98999,118.93,438.945221,-1.19%,0.90%,0.82%,1.53%,3.53%,0.03%,2.59%,2.56%,,,,,,,,
13/07/2023,129.729004,189.790497,277.899994,124.540001,459.691681,0.81%,0.41%,2.17%,4.72%,4.73%,0.03%,3.85%,3.82%,,,,,,,,
14/07/2023,129.225266,189.939926,281.380005,125.419998,454.612579,-0.39%,0.08%,1.25%,0.71%,-1.10%,0.03%,-0.33%,-0.36%,-0.36%,0.00%,,,,,,
17/07/2023,130.039001,193.226944,290.380005,124.650002,464.530884,0.63%,1.73%,3.20%,-0.61%,2.18%,0.03%,2.45%,2.43%,,,,,,,,
18/07/2023,131.123947,192.967957,293.339996,123.760002,474.859131,0.83%,-0.13%,1.02%,-0.71%,2.22%,0.03%,1.78%,1.75%,,,,,,,,
19/07/2023,131.240173,194.332565,291.26001,122.029999,470.689819,0.09%,0.71%,-0.71%,-1.40%,-0.88%,0.03%,-0.80%,-0.83%,-0.83%,0.01%,,,,,,
20/07/2023,134.049438,192.370331,262.899994,119.199997,455.122498,2.14%,-1.01%,-9.74%,-2.32%,-3.31%,0.03%,-5.23%,-5.25%,-5.25%,0.28%,,,,,,
21/07/2023,134.591904,191.185013,260.019989,120.019997,443.014557,0.40%,-0.62%,-1.10%,0.69%,-2.66%,0.03%,-2.09%,-2.11%,-2.11%,0.04%,,,,,,
24/07/2023,135.173126,191.991806,269.059998,121.529999,446.044037,0.43%,0.42%,3.48%,1.26%,0.68%,0.03%,1.56%,1.53%,,,,,,,,
25/07/2023,135.9384,192.858398,265.279999,122.209999,456.712219,0.57%,0.45%,-1.40%,0.56%,2.39%,0.03%,1.15%,1.12%,,,,,,,,
26/07/2023,136.655258,193.734924,264.350006,129.270004,454.442596,0.53%,0.45%,-0.35%,5.78%,-0.50%,0.03%,-0.37%,-0.39%,-0.39%,0.00%,,,,,,
27/07/2023,138.495789,192.459961,255.710007,129.399994,458.921844,1.35%,-0.66%,-3.27%,0.10%,0.99%,0.03%,-0.37%,-0.39%,-0.39%,0.00%,,,,,,
28/07/2023,138.960754,195.059708,266.440002,132.580002,467.42038,0.34%,1.35%,4.20%,2.46%,1.85%,0.03%,2.57%,2.54%,,,,,,,,
31/07/2023,139.667923,195.677261,267.429993,132.720001,467.210449,0.51%,0.32%,0.37%,0.11%,-0.04%,0.03%,0.10%,0.07%,,,,,,,,
01/08/2023,138.844513,194.840561,261.070007,131.550003,464.990814,-0.59%,-0.43%,-2.38%,-0.88%,-0.48%,0.03%,-1.07%,-1.10%,-1.10%,0.01%,,,,,,
02/08/2023,139.658218,191.822479,254.110001,128.380005,442.614624,0.59%,-1.55%,-2.67%,-2.41%,-4.81%,0.03%,-4.03%,-4.06%,-4.06%,0.16%,,,,,,
03/08/2023,139.929459,190.41803,259.320007,128.449997,445.074219,0.19%,-0.73%,2.05%,0.05%,0.56%,0.03%,1.00%,0.98%,,,,,,,,
04/08/2023,139.726044,181.274155,253.860001,128.110001,446.723907,-0.15%,-4.80%,-2.11%,-0.26%,0.37%,0.03%,-0.47%,-0.49%,-0.49%,0.00%,,,,,,
07/08/2023,141.605316,178.1465,251.449997,131.529999,454.092682,1.34%,-1.73%,-0.95%,2.67%,1.65%,0.03%,0.81%,0.79%,,,,,,,,
08/08/2023,141.343765,179.092743,249.699997,131.399994,446.563965,-0.18%,0.53%,-0.70%,-0.10%,-1.66%,0.03%,-1.31%,-1.33%,-1.33%,0.02%,,,,,,
09/08/2023,139.619247,177.489105,242.190002,129.660004,425.467529,-1.22%,-0.90%,-3.01%,-1.32%,-4.72%,0.03%,-4.08%,-4.11%,-4.11%,0.17%,,,,,,
10/08/2023,140.363922,177.269943,245.339996,129.690002,423.807831,0.53%,-0.12%,1.30%,0.02%,-0.39%,0.03%,0.15%,0.13%,,,,,,,,
11/08/2023,140.236542,177.329788,242.649994,129.559998,408.480408,-0.09%,0.03%,-1.10%,-0.10%,-3.62%,0.03%,-2.72%,-2.75%,-2.75%,0.08%,,,,,,
14/08/2023,139.050919,178.995499,239.759995,131.330002,437.455505,-0.85%,0.94%,-1.19%,1.37%,7.09%,0.03%,4.31%,4.28%,,,,,,,,
15/08/2023,139.011719,176.990677,232.960007,129.779999,439.325165,-0.03%,-1.12%,-2.84%,-1.18%,0.43%,0.03%,-0.63%,-0.65%,-0.65%,0.00%,,,,,,
16/08/2023,137.806503,176.112961,225.600006,128.699997,434.785919,-0.87%,-0.50%,-3.16%,-0.83%,-1.03%,0.03%,-1.69%,-1.71%,-1.71%,0.03%,,,,,,
17/08/2023,137.826096,173.549622,219.220001,129.919998,433.36618,0.01%,-1.46%,-2.83%,0.95%,-0.33%,0.03%,-1.10%,-1.13%,-1.13%,0.01%,,,,,,
18/08/2023,138.560989,174.038361,215.490005,127.459999,432.91626,0.53%,0.28%,-1.70%,-1.89%,-0.10%,0.03%,-0.61%,-0.64%,-0.64%,0.00%,,,,,,
21/08/2023,139.413467,175.384842,231.279999,128.369995,469.590027,0.62%,0.77%,7.33%,0.71%,8.47%,0.03%,7.88%,7.86%,,,,,,,,
22/08/2023,138.639374,176.771255,233.190002,129.080002,456.602203,-0.56%,0.79%,0.83%,0.55%,-2.77%,0.03%,-1.55%,-1.58%,-1.58%,0.02%,,,,,,
23/08/2023,140.520691,180.651184,236.860001,132.369995,471.079773,1.36%,2.19%,1.57%,2.55%,3.17%,0.03%,2.64%,2.61%,,,,,,,,
24/08/2023,140.657883,175.923462,230.039993,129.779999,471.549683,0.10%,-2.62%,-2.88%,-1.96%,0.10%,0.03%,-0.88%,-0.90%,-0.90%,0.01%,,,,,,
25/08/2023,142.421616,178.14769,238.589996,129.880005,460.101624,1.25%,1.26%,3.72%,0.08%,-2.43%,0.03%,-0.41%,-0.43%,-0.43%,0.00%,,,,,,
28/08/2023,143.07811,179.723602,238.820007,131.009995,468.270264,0.46%,0.88%,0.10%,0.87%,1.78%,0.03%,1.22%,1.19%,,,,,,,,
29/08/2023,143.499435,183.643402,257.179993,134.570007,487.756927,0.29%,2.18%,7.69%,2.72%,4.16%,0.03%,5.19%,5.16%,,,,,,,,
30/08/2023,143.901184,187.164276,256.899994,135.880005,492.556122,0.28%,1.92%,-0.11%,0.97%,0.98%,0.03%,0.64%,0.62%,,,,,,,,
31/08/2023,143.871796,187.383698,258.079987,136.169998,493.465942,-0.02%,0.12%,0.46%,0.21%,0.18%,0.03%,0.27%,0.24%,,,,,,,,
01/09/2023,144.959427,188.969589,245.009995,135.660004,485.007416,0.76%,0.85%,-5.06%,-0.37%,-1.71%,0.03%,-2.70%,-2.72%,-2.72%,0.07%,,,,,,
05/09/2023,145.145615,189.208969,256.48999,135.770004,485.397339,0.13%,0.13%,4.69%,0.08%,0.08%,0.03%,1.52%,1.49%,,,,,,,,
06/09/2023,145.077011,182.436539,251.919998,134.460007,470.568604,-0.05%,-3.58%,-1.78%,-0.96%,-3.05%,0.03%,-2.61%,-2.64%,-2.64%,0.07%,,,,,,
07/09/2023,144.547897,177.100388,251.490005,135.259995,462.369354,-0.36%,-2.92%,-0.17%,0.59%,-1.74%,0.03%,-1.23%,-1.25%,-1.25%,0.02%,,,,,,
08/09/2023,144.704651,177.718781,248.5,136.380005,455.679932,0.11%,0.35%,-1.19%,0.83%,-1.45%,0.03%,-1.31%,-1.34%,-1.34%,0.02%,,,,,,
11/09/2023,145.390564,178.895737,273.579987,136.919998,451.740265,0.47%,0.66%,10.09%,0.40%,-0.86%,0.03%,2.60%,2.57%,,,,,,,,
12/09/2023,143.352463,175.843674,267.480011,135.339996,448.660553,-1.40%,-1.71%,-2.23%,-1.15%,-0.68%,0.03%,-1.19%,-1.21%,-1.21%,0.01%,,,,,,
13/09/2023,143.597443,173.759079,271.299988,136.710007,454.810028,0.17%,-1.19%,1.43%,1.01%,1.37%,0.03%,1.35%,1.32%,,,,,,,,
14/09/2023,144.381317,175.28511,276.040009,138.100006,455.769928,0.55%,0.88%,1.75%,1.02%,0.21%,0.03%,0.71%,0.68%,,,,,,,,
15/09/2023,143.048721,174.556992,274.390015,137.399994,438.961395,-0.92%,-0.42%,-0.60%,-0.51%,-3.69%,0.03%,-2.63%,-2.66%,-2.66%,0.07%,,,,,,
18/09/2023,142.166855,177.509338,265.279999,138.210007,439.621338,-0.62%,1.69%,-3.32%,0.59%,0.15%,0.03%,-0.92%,-0.95%,-0.95%,0.01%,,,,,,
19/09/2023,143.568039,178.606491,266.5,138.039993,435.161743,0.99%,0.62%,0.46%,-0.12%,-1.01%,0.03%,-0.51%,-0.53%,-0.53%,0.00%,,,,,,
20/09/2023,146.811356,175.035751,262.589996,133.740005,422.352875,2.26%,-2.00%,-1.47%,-3.12%,-2.94%,0.03%,-2.42%,-2.45%,-2.45%,0.06%,,,,,,
21/09/2023,144.410721,173.479782,255.699997,130.440002,410.133942,-1.64%,-0.89%,-2.62%,-2.47%,-2.89%,0.03%,-2.77%,-2.80%,-2.80%,0.08%,,,,,,
22/09/2023,143.95018,174.33757,244.880005,130.25,416.063416,-0.32%,0.49%,-4.23%,-0.15%,1.45%,0.03%,-0.37%,-0.40%,-0.40%,0.00%,,,,,,
25/09/2023,143.528839,175.624237,246.990005,131.110001,422.182892,-0.29%,0.74%,0.86%,0.66%,1.47%,0.03%,1.25%,1.22%,,,,,,,,
26/09/2023,140.354126,171.514893,244.119995,128.570007,419.073151,-2.21%,-2.34%,-1.16%,-1.94%,-0.74%,0.03%,-0.91%,-0.94%,-0.94%,0.01%,,,,,,
27/09/2023,140.285538,169.988846,240.5,130.539993,424.64267,-0.05%,-0.89%,-1.48%,1.53%,1.33%,0.03%,0.42%,0.39%,,,,,,,,
28/09/2023,138.72757,170.248184,246.380005,132.309998,430.852142,-1.11%,0.15%,2.44%,1.36%,1.46%,0.03%,1.73%,1.70%,,,,,,,,
29/09/2023,137.473358,170.766846,250.220001,130.860001,434.951752,-0.90%,0.30%,1.56%,-1.10%,0.95%,0.03%,1.10%,1.07%,,,,,,,,
02/10/2023,137.963287,173.300247,251.600006,134.169998,447.78064,0.36%,1.48%,0.55%,2.53%,2.95%,0.03%,2.16%,2.13%,,,,,,,,
03/10/2023,137.561539,171.953735,246.529999,132.429993,435.131744,-0.29%,-0.78%,-2.02%,-1.30%,-2.82%,0.03%,-2.51%,-2.54%,-2.54%,0.06%,,,,,,
04/10/2023,138.227844,173.210495,261.160004,135.240005,440.371277,0.48%,0.73%,5.93%,2.12%,1.20%,0.03%,2.68%,2.65%,,,,,,,,
05/10/2023,138.668777,174.45726,260.049988,135.070007,446.840729,0.32%,0.72%,-0.43%,-0.13%,1.47%,0.03%,0.84%,0.82%,,,,,,,,
06/10/2023,139.168503,177.030579,260.529999,137.580002,457.579773,0.36%,1.48%,0.18%,1.86%,2.40%,0.03%,1.67%,1.65%,,,,,,,,
09/10/2023,139.335083,178.526703,259.670013,138.419998,452.690216,0.12%,0.85%,-0.33%,0.61%,-1.07%,0.03%,-0.79%,-0.82%,-0.82%,0.01%,,,,,,
10/10/2023,139.246887,177.928253,263.619995,138.059998,457.939758,-0.06%,-0.34%,1.52%,-0.26%,1.16%,0.03%,1.23%,1.21%,,,,,,,,
11/10/2023,140.34433,179.334595,262.98999,140.550003,468.01886,0.79%,0.79%,-0.24%,1.80%,2.20%,0.03%,1.41%,1.38%,,,,,,,,
12/10/2023,138.394424,180.242249,258.869995,138.970001,469.408752,-1.39%,0.51%,-1.57%,-1.12%,0.30%,0.03%,-0.31%,-0.34%,-0.34%,0.00%,,,,,,
13/10/2023,135.670425,178.38707,251.119995,137.360001,454.570007,-1.97%,-1.03%,-2.99%,-1.16%,-3.16%,0.03%,-3.06%,-3.08%,-3.08%,0.09%,,,,,,
16/10/2023,136.405319,178.257385,253.919998,139.100006,460.909485,0.54%,-0.07%,1.12%,1.27%,1.39%,0.03%,1.28%,1.26%,,,,,,,,
17/10/2023,137.49295,176.691452,254.850006,139.720001,439.34137,0.80%,-0.88%,0.37%,0.45%,-4.68%,0.03%,-2.96%,-2.98%,-2.98%,0.09%,,,,,,
18/10/2023,137.150009,175.384842,242.679993,137.960007,421.922882,-0.25%,-0.74%,-4.78%,-1.26%,-3.96%,0.03%,-4.12%,-4.15%,-4.15%,0.17%,,,,,,
19/10/2023,135.229492,175.005844,220.110001,137.75,420.972992,-1.40%,-0.22%,-9.30%,-0.15%,-0.23%,0.03%,-3.07%,-3.10%,-3.10%,0.10%,,,,,,
20/10/2023,134.396622,172.43251,211.990005,135.600006,413.833618,-0.62%,-1.47%,-3.69%,-1.56%,-1.70%,0.03%,-2.30%,-2.33%,-2.33%,0.05%,,,,,,
23/10/2023,133.632339,172.5522,212.080002,136.5,429.712219,-0.57%,0.07%,0.04%,0.66%,3.84%,0.03%,2.54%,2.51%,,,,,,,,
24/10/2023,135.013916,172.991058,216.520004,138.809998,436.591614,1.03%,0.25%,2.09%,1.69%,1.60%,0.03%,1.74%,1.71%,,,,,,,,
25/10/2023,134.318222,170.65712,212.419998,125.610001,417.753265,-0.52%,-1.35%,-1.89%,-9.51%,-4.31%,0.03%,-3.54%,-3.57%,-3.57%,0.13%,,,,,,
26/10/2023,140.863632,166.458008,205.759995,122.279999,403.224548,4.87%,-2.46%,-3.14%,-2.65%,-3.48%,0.03%,-3.27%,-3.29%,-3.29%,0.11%,,,,,,
27/10/2023,139.648621,167.784561,207.300003,122.169998,404.964386,-0.86%,0.80%,0.75%,-0.09%,0.43%,0.03%,0.52%,0.49%,,,,,,,,
30/10/2023,139.756424,169.849197,197.360001,124.459999,411.573792,0.08%,1.23%,-4.79%,1.87%,1.63%,0.03%,-0.39%,-0.42%,-0.42%,0.00%,,,,,,
31/10/2023,141.725906,170.327972,200.839996,124.080002,407.76413,1.41%,0.28%,1.76%,-0.31%,-0.93%,0.03%,-0.04%,-0.07%,-0.07%,0.00%,,,,,,
01/11/2023,142.470596,173.519684,205.660004,126.449997,423.212799,0.53%,1.87%,2.40%,1.91%,3.79%,0.03%,3.28%,3.26%,,,,,,,,
02/11/2023,144.048172,177.110367,218.509995,127.489998,435.021759,1.11%,2.07%,6.25%,0.82%,2.79%,0.03%,3.83%,3.80%,,,,,,,,
03/11/2023,144.920227,176.192734,219.960007,129.100006,450.010406,0.61%,-0.52%,0.66%,1.26%,3.45%,0.03%,2.49%,2.46%,,,,,,,,
06/11/2023,145.968674,178.766068,219.270004,130.25,457.469788,0.72%,1.46%,-0.31%,0.89%,1.66%,0.03%,1.02%,1.00%,,,,,,,,
07/11/2023,145.831497,181.349365,222.179993,130.970001,459.509583,-0.09%,1.45%,1.33%,0.55%,0.45%,0.03%,0.73%,0.70%,,,,,,,,
08/11/2023,145.047607,182.416595,222.110001,131.839996,465.699036,-0.54%,0.59%,-0.03%,0.66%,1.35%,0.03%,0.88%,0.86%,,,,,,,,
09/11/2023,145.295349,181.937836,209.979996,130.240005,469.45871,0.17%,-0.26%,-5.46%,-1.21%,0.81%,0.03%,-1.19%,-1.21%,-1.21%,0.01%,,,,,,
10/11/2023,147.673676,186.162445,214.649994,132.589996,483.307526,1.64%,2.32%,2.22%,1.80%,2.95%,0.03%,2.69%,2.67%,,,,,,,,
13/11/2023,146.761993,184.564499,223.710007,132.089996,486.157257,-0.62%,-0.86%,4.22%,-0.38%,0.59%,0.03%,1.69%,1.66%,,,,,,,,
14/11/2023,149.051117,187.201126,237.410004,133.619995,496.516327,1.56%,1.43%,6.12%,1.16%,2.13%,0.03%,3.36%,3.33%,,,,,,,,
15/11/2023,151.201523,187.770386,242.839996,134.619995,488.837036,1.44%,0.30%,2.29%,0.75%,-1.55%,0.03%,-0.28%,-0.30%,-0.30%,0.00%,,,,,,
16/11/2023,151.67717,189.468246,233.589996,136.929993,494.7565,0.31%,0.90%,-3.81%,1.72%,1.21%,0.03%,-0.36%,-0.39%,-0.39%,0.00%,,,,,,
17/11/2023,151.508713,189.448257,234.300003,135.309998,492.936676,-0.11%,-0.01%,0.30%,-1.18%,-0.37%,0.03%,-0.16%,-0.19%,-0.19%,0.00%,,,,,,
20/11/2023,152.955536,191.206009,235.600006,136.25,504.045685,0.95%,0.93%,0.55%,0.69%,2.25%,0.03%,1.68%,1.66%,,,,,,,,
21/11/2023,152.519501,190.397049,241.199997,136.970001,499.396088,-0.29%,-0.42%,2.38%,0.53%,-0.92%,0.03%,0.13%,0.11%,,,,,,,,
22/11/2023,153.728485,191.066193,234.210007,138.490005,487.117188,0.79%,0.35%,-2.90%,1.11%,-2.46%,0.03%,-2.50%,-2.53%,-2.53%,0.06%,,,,,,
24/11/2023,153.778015,189.727905,235.449997,136.690002,477.718018,0.03%,-0.70%,0.53%,-1.30%,-1.93%,0.03%,-1.12%,-1.15%,-1.15%,0.01%,,,,,,
27/11/2023,154.164505,189.548126,236.080002,136.410004,482.377594,0.25%,-0.09%,0.27%,-0.20%,0.98%,0.03%,0.72%,0.70%,,,,,,,,
28/11/2023,154.243774,190.157349,246.720001,137.199997,478.167938,0.05%,0.32%,4.51%,0.58%,-0.87%,0.03%,0.84%,0.82%,,,,,,,,
29/11/2023,154.996918,189.128662,244.139999,134.990005,481.357666,0.49%,-0.54%,-1.05%,-1.61%,0.67%,0.03%,0.10%,0.07%,,,,,,,,
30/11/2023,157.127487,189.707916,240.080002,132.529999,467.658905,1.37%,0.31%,-1.66%,-1.82%,-2.85%,0.03%,-2.39%,-2.42%,-2.42%,0.06%,,,,,,
01/12/2023,159.099518,190.996292,238.830002,131.860001,467.608887,1.26%,0.68%,-0.52%,-0.51%,-0.01%,0.03%,-0.16%,-0.18%,-0.18%,0.00%,,,,,,
04/12/2023,159.644547,189.188583,235.580002,129.270004,455.059998,0.34%,-0.95%,-1.36%,-1.96%,-2.68%,0.03%,-2.22%,-2.24%,-2.24%,0.05%,,,,,,
05/12/2023,159.931915,193.173508,238.720001,130.990005,465.660004,0.18%,2.11%,1.33%,1.33%,2.33%,0.03%,1.98%,1.96%,,,,,,,,
06/12/2023,158.83194,192.074921,239.369995,130.020004,455.029999,-0.69%,-0.57%,0.27%,-0.74%,-2.28%,0.03%,-1.44%,-1.46%,-1.46%,0.02%,,,,,,
07/12/2023,158.772491,194.02243,242.639999,136.929993,465.959991,-0.04%,1.01%,1.37%,5.31%,2.40%,0.03%,2.07%,2.04%,,,,,,,,
